"Super Category","Parent Category","Category Name","Category Code"
"Household Care","MISCELLANEOUS CLEANING COMPOUNDS","Hand Cleaning Powders","179901"
"Household Care","MISCELLANEOUS CLEANING COMPOUNDS","Multi Purpose Spot Removers","179902"
"Household Care","MISCELLANEOUS CLEANING COMPOUNDS","Oil Soap & Other Compounds","179903"
"Household Care","MISCELLANEOUS CLEANING COMPOUNDS","Line of Household Cleaning Products","179904"
"Household Care","MISCELLANEOUS CLEANING COMPOUNDS","Miscellaneous Cleaning Compound","179905"
"Household Care","MISCELLANEOUS CLEANING COMPOUNDS","Toilet Brush","179906"
"Household Care","MISCELLANEOUS CLEANING COMPOUNDS","All Other miscellaneous cleaning compounds","179999"
"Household Care","Household Care","*** HOUSEHOLD SUPPLIES ***","180000"
"Household Care","*** HOUSEHOLD SUPPLIES ***","FLASH BULBS","180100"
"Household Care","FLASH BULBS","Flash Cubes","180101"
"Household Care","FLASH BULBS","Flash Bulbs","180102"
"Household Care","FLASH BULBS","Flash Bars","180103"
"Household Care","FLASH BULBS","Flip Flash","180104"
"Household Care","FLASH BULBS","Assorted Displays","180105"
"Household Care","*** HOUSEHOLD SUPPLIES ***","LIGHT BULBS","180200"
"Household Care","LIGHT BULBS","Inside Frosted - Light Bulbs","180201"
"Household Care","LIGHT BULBS","Soft White - Light Bulbs","180202"
"Household Care","LIGHT BULBS","Long Life White - Light Bulbs","180203"
"Household Care","LIGHT BULBS","Three Way Soft White - Light Bulbs","180204"
"Household Care","Household Care","***Dish Detergents***","350000"
"Household Care","***Dish Detergents***","Dish Detergent (manual)","350400"
"Household Care","Dish Detergent (manual)","Dish Detergent","350401"
"Household Care","Dish Detergent (manual)","Presoak-Treatment for Dishes/Pots and Pans","350402"
"Household Care","***Dish Detergents***","Dishwasher Detergent (automatic)","350600"
"Household Care","Dishwasher Detergent (automatic)","Powder - Dishwasher Detergents","350601"
"Household Care","Dishwasher Detergent (automatic)","Liquid - Dishwasher Detergents","350602"
"Household Care","Dishwasher Detergent (automatic)","Concentrated Dishwasher Detergent","350603"
"Household Care","Dishwasher Detergent (automatic)","Gel Dishwasher Detergent","350604"
"Household Care","Dishwasher Detergent (automatic)","Tablet Dishwasher Detergent","350605"
"Household Care","Dishwasher Detergent (automatic)","Line of Dishwasher Detergent","350606"
"Household Care","Dishwasher Detergent (automatic)","All Other dishwasher detergents","350699"
"Household Care","***Dish Detergents***","DISHWASHER ADDITIVES","350700"
"Household Care","DISHWASHER ADDITIVES","Dishwasher Glass Protector","350701"
"Household Care","DISHWASHER ADDITIVES","Dishwasher Fresheners","350702"
"Household Care","DISHWASHER ADDITIVES","Dishwasher Boosters","350703"
"Household Care","DISHWASHER ADDITIVES","Dishwasher Cleaners","350704"
"Household Care","DISHWASHER ADDITIVES","Dishwasher Rinse Aids","350705"
"Household Care","DISHWASHER ADDITIVES","Dishwasher Salt","350706"
"Household Care","DISHWASHER ADDITIVES","Dishwasher Drying Agent","350707"
"Household Care","DISHWASHER ADDITIVES","All Other dishwasher additives","350799"
"Household Care","***Dish Detergents***","MISCELLANEOUS DETERGENTS","359900"
"Household Care","MISCELLANEOUS DETERGENTS","All Other miscellaneous detergents","359999"
"Household Care","LIGHT BULBS","Three Way Long White - Light Bulbs","180205"
"Household Care","LIGHT BULBS","Other Incandescent - Light Bulbs","180206"
"Household Care","LIGHT BULBS","Fluorescent - Light Bulbs","180207"
"Household Care","LIGHT BULBS","Soft Pink (includes 3 way Soft Pink) - Light Bulbs","180208"
"Household Care","*** HOUSEHOLD SUPPLIES ***","FURNITURE CARE","180400"
"Household Care","FURNITURE CARE","Furniture Polish","180401"
"Household Care","FURNITURE CARE","Wood Care Furniture Polish","180402"
"Household Care","FURNITURE CARE","Multi Surface Furniture Care","180403"
"Household Care","FURNITURE CARE","Dusting Aids","180404"
"Household Care","FURNITURE CARE","Marble Polish","180405"
"Household Care","FURNITURE CARE","All Other furniture care","180499"
"Household Care","*** HOUSEHOLD SUPPLIES ***","CAR CARE PRODUCTS","180500"
"Household Care","CAR CARE PRODUCTS","Car Waxes","180501"
"Household Care","CAR CARE PRODUCTS","Car Washes","180502"
"Household Care","CAR CARE PRODUCTS","Car Restorers","180503"
"Household Care","CAR CARE PRODUCTS","All Other Car Care Products","180599"
"Household Care","*** HOUSEHOLD SUPPLIES ***","FLASHLIGHTS","180600"
"Household Care","FLASHLIGHTS","Flashlights","180601"
"Household Care","FLASHLIGHTS","Lanterns","180602"
"Household Care","FLASHLIGHTS","All Other Flashlight Products","180603"
"Household Care","*** HOUSEHOLD SUPPLIES ***","HANDLE GOODS","180800"
"Household Care","HANDLE GOODS","Corn Brooms","180801"
"Household Care","HANDLE GOODS","Plastic Brooms","180802"
"Household Care","HANDLE GOODS","Dust/Dry Mops","180803"
"Household Care","HANDLE GOODS","Wet Mops","180804"
"Household Care","HANDLE GOODS","Deck Mops (string wet mops)","180805"
"Household Care","HANDLE GOODS","Wet Mop Refills","180806"
"Household Care","HANDLE GOODS","Dust/Dry Mop Refills","180807"
"Household Care","HANDLE GOODS","Deck Mop Refills","180808"
"Household Care","HANDLE GOODS","Wax Applicators & Refills","180810"
"Household Care","HANDLE GOODS","Mixed Displays Handle Goods","180899"
"Household Care","*** HOUSEHOLD SUPPLIES ***","DISPOSABLE LIGHTERS","181200"
"Household Care","DISPOSABLE LIGHTERS","Disposable Lighters","181201"
"Household Care","*** HOUSEHOLD SUPPLIES ***","ROCK SALT","181700"
"Household Care","ROCK SALT","Rock Salt","181701"
"Household Care","*** HOUSEHOLD SUPPLIES ***","WATER SOFTENER SALT","181800"
"Household Care","WATER SOFTENER SALT","Water Softener Salt","181801"
"Household Care","*** HOUSEHOLD SUPPLIES ***","SHOE POLISH","181900"
"Household Care","SHOE POLISH","Paste Shoe Polish","181901"
"Household Care","SHOE POLISH","Liquid Shoe Polish","181902"
"Household Care","SHOE POLISH","Scuff Shoe Polish","181903"
"Household Care","SHOE POLISH","Cream Shoe Polish","181904"
"Household Care","SHOE POLISH","Miscellaneous Shoe Polish","181999"
"Household Care","*** HOUSEHOLD SUPPLIES ***","FILM","182000"
"Household Care","FILM","Instant Film","182001"
"Household Care","FILM","Non-Instant Film","182002"
"Household Care","FILM","Movie Film","182003"
"Household Care","FILM","Single Use Camera","182004"
"Household Care","*** HOUSEHOLD SUPPLIES ***","AIR FRESHENER","182400"
"Household Care","AIR FRESHENER","Rug/Carpet Deodorizers","182402"
"Household Care","AIR FRESHENER","Toilet Bowl Deodorizers","182403"
"Household Care","AIR FRESHENER","Refrigerator Deodorizers","182404"
"Household Care","AIR FRESHENER","Automobile Air Fresheners","182405"
"Household Care","AIR FRESHENER","Pet Deodorizers","182406"
"Household Care","AIR FRESHENER","Aerosol/Spray Room Air Freshener","182408"
"Household Care","AIR FRESHENER","Solid Room Air Freshener","182409"
"Household Care","AIR FRESHENER","Liquid Room Air Freshener","182410"
"Household Care","AIR FRESHENER","Plug In Air Freshener","182411"
"Household Care","AIR FRESHENER","Line of Air Fresheners","182412"
"Household Care","AIR FRESHENER","Odor Neutralizer","182413"
"Household Care","AIR FRESHENER","Candle Air Freshener","182414"
"Household Care","AIR FRESHENER","Automatic Spray Air Freshener","182416"
"Household Care","AIR FRESHENER","All Other Air Freshener","182499"
"Household Care","*** HOUSEHOLD SUPPLIES ***","DISINFECTANTS","182500"
"Household Care","DISINFECTANTS","Disinfectants Aerosol","182501"
"Household Care","DISINFECTANTS","Disinfectants Liquid","182502"
"Household Care","DISINFECTANTS","All Other Disinfectants","182599"
"Household Care","*** HOUSEHOLD SUPPLIES ***","SELF POLISHING FLOOR WAXES & CLNRS","182600"
"Household Care","SELF POLISHING FLOOR WAXES & CLNRS","Conventional Floor Wax","182601"
"Household Care","SELF POLISHING FLOOR WAXES & CLNRS","Acrylic Floor Wax","182602"
"Household Care","SELF POLISHING FLOOR WAXES & CLNRS","One Step Floor Wax & Cleaner","182603"
"Household Care","SELF POLISHING FLOOR WAXES & CLNRS","No Wax Floor Cleaner & Protectant","182604"
"Household Care","SELF POLISHING FLOOR WAXES & CLNRS","Hardwood Floor Cleaner","182605"
"Household Care","SELF POLISHING FLOOR WAXES & CLNRS","All Other Self Polishing Floor Waxes & Clnrs","182699"
"Household Care","*** HOUSEHOLD SUPPLIES ***","BUFFING FLOOR WAX","182700"
"Household Care","BUFFING FLOOR WAX","Buffing Floor Wax","182701"
"Household Care","*** HOUSEHOLD SUPPLIES ***","WAX REMOVERS & CLEANERS & OTHERS","182800"
"Household Care","WAX REMOVERS & CLEANERS & OTHERS","Wax Removers","182801"
"Household Care","WAX REMOVERS & CLEANERS & OTHERS","All Other Floor Wax","182899"
"Household Care","*** HOUSEHOLD SUPPLIES ***","REPELLENTS","183000"
"Household Care","REPELLENTS","Insect Repellents","183001"
"Household Care","REPELLENTS","Plug In Insect Repellent","183002"
"Household Care","REPELLENTS","Head Lice Repellent","183003"
"Household Care","REPELLENTS","Insect Repellent Wipes","183004"
"Household Care","REPELLENTS","Citronella Candles","183005"
"Household Care","REPELLENTS","Mosquito Coils","183006"
"Household Care","REPELLENTS","Critter Repellent","183007"
"Household Care","REPELLENTS","Line of Insect Repellents","183008"
"Household Care","REPELLENTS","All Other Repellents","183099"
"Household Care","*** HOUSEHOLD SUPPLIES ***","RODENTICIDES","183100"
"Household Care","RODENTICIDES","Rodenticides","183108"
"Household Care","*** HOUSEHOLD SUPPLIES ***","RUG CLEANERS","183300"
"Household Care","RUG CLEANERS","Aerosol Rug Cleaners","183301"
"Household Care","RUG CLEANERS","Liquid Non-Spray Rug Cleaners","183302"
"Household Care","RUG CLEANERS","Dry Rug Cleaners","183303"
"Household Care","RUG CLEANERS","Liquid Spray Rug Cleaners","183304"
"Household Care","RUG CLEANERS","All Other Rug Cleaners","183399"
"Household Care","*** HOUSEHOLD SUPPLIES ***","UPHOLSTERY CLEANERS","183400"
"Household Care","UPHOLSTERY CLEANERS","Upholstery Cleaners Aerosol","183401"
"Household Care","UPHOLSTERY CLEANERS","Other Upholstery Cleaners","183499"
"Household Care","*** HOUSEHOLD SUPPLIES ***","CHARCOAL","183500"
"Household Care","CHARCOAL","Briquets Regular Start","183501"
"Household Care","CHARCOAL","Briquets Instant Start","183502"
"Household Care","*** HOUSEHOLD SUPPLIES ***","CHARCOAL LIGHTER","183600"
"Baby Food/Care","Baby Food/Care","BABY FOODS","010000"
"Baby Food/Care","BABY FOODS","BABY SNACKS","010200"
"Baby Food/Care","BABY SNACKS","Baby Snacks","010201"
"Baby Food/Care","BABY FOODS","CEREAL BABY FOOD","010300"
"Baby Food/Care","CEREAL BABY FOOD","Regular Baby Cereal","010301"
"Baby Food/Care","CEREAL BABY FOOD","Flavored Baby Cereal","010302"
"Baby Food/Care","CEREAL BABY FOOD","Baby Formula with Vegetable or Fruit","010303"
"Baby Food/Care","CEREAL BABY FOOD","All Other cereal baby food","010399"
"Baby Food/Care","BABY FOODS","JUICE BABY FOOD","010400"
"Baby Food/Care","JUICE BABY FOOD","Juice Baby Food","010401"
"Baby Food/Care","BABY FOODS","FORMULA BABY FOOD","010500"
"Baby Food/Care","FORMULA BABY FOOD","Soy Baby Formula","010501"
"Baby Food/Care","FORMULA BABY FOOD","All Other Baby Formula","010599"
"Baby Food/Care","FORMULA BABY FOOD","Baby Formula Replacements","010502"
"Baby Food/Care","BABY FOODS","STRAINED BABY FOOD","010600"
"Baby Food/Care","STRAINED BABY FOOD","Strained Baby Food Fruits","010601"
"Baby Food/Care","STRAINED BABY FOOD","Strained Baby Food Desserts","010602"
"Baby Food/Care","STRAINED BABY FOOD","Strained Baby Food Soup - Dinner","010603"
"Baby Food/Care","STRAINED BABY FOOD","Strained Baby Food Vegetables","010604"
"Baby Food/Care","STRAINED BABY FOOD","Strained Baby Food - Wet Cereals","010605"
"Baby Food/Care","STRAINED BABY FOOD","Strained Baby Food High Meat Dinner","010606"
"Baby Food/Care","STRAINED BABY FOOD","Strained Baby Food Meats","010607"
"Baby Food/Care","STRAINED BABY FOOD","All Other Strained Baby Foods","010699"
"Baby Food/Care","BABY FOODS","JUNIOR BABY FOOD","010700"
"Baby Food/Care","JUNIOR BABY FOOD","Jr Baby Food Fruits","010701"
"Baby Food/Care","JUNIOR BABY FOOD","Jr Baby Food Desserts","010702"
"Baby Food/Care","JUNIOR BABY FOOD","Jr Baby Food Soup - Dinner","010703"
"Baby Food/Care","JUNIOR BABY FOOD","Jr Baby Food - Vegetables","010704"
"Baby Food/Care","JUNIOR BABY FOOD","Jr Baby Food - Wet Cereals","010705"
"Baby Food/Care","JUNIOR BABY FOOD","Jr Baby Food - High Meat Dinners","010706"
"Baby Food/Care","JUNIOR BABY FOOD","Jr Baby Food - Meats","010707"
"Baby Food/Care","BABY FOODS","FROZEN BABY FOODS/JUICE/SNACKS","011000"
"Baby Food/Care","FROZEN BABY FOODS/JUICE/SNACKS","Frozen Baby Foods/Juice/Snack","011001"
"Baby Food/Care","BABY FOODS","MISCELLANEOUS BABY FOOD","019900"
"Baby Food/Care","MISCELLANEOUS BABY FOOD","Nursery Drinking Water","019901"
"Baby Food/Care","MISCELLANEOUS BABY FOOD","Liquid Nutrition","019902"
"Baby Food/Care","MISCELLANEOUS BABY FOOD","Line of Baby Food","019903"
"Baby Food/Care","Baby Food/Care","*** BABY NEEDS ***","670000"
"Baby Food/Care","*** BABY NEEDS ***","BABY POWDER","670200"
"Baby Food/Care","BABY POWDER","Without Corn Starch - Baby Powder","670201"
"Baby Food/Care","BABY POWDER","With Corn Starch - Baby Powder","670202"
"Baby Food/Care","BABY POWDER","All Other baby powder","670299"
"Baby Food/Care","*** BABY NEEDS ***","BABY OILS- CREAMS & LOTIONS","670300"
"Baby Food/Care","BABY OILS- CREAMS & LOTIONS","Baby Oils","670301"
"Baby Food/Care","BABY OILS- CREAMS & LOTIONS","Baby Creams","670302"
"Baby Food/Care","BABY OILS- CREAMS & LOTIONS","Baby Lotions","670303"
"Baby Food/Care","BABY OILS- CREAMS & LOTIONS","Petroleum Jelly","670304"
"Baby Food/Care","BABY OILS- CREAMS & LOTIONS","Diaper Rash Ointments","670305"
"Baby Food/Care","BABY OILS- CREAMS & LOTIONS","All Other baby oils- creams & lotions","670399"
"Baby Food/Care","*** BABY NEEDS ***","INFANT CLOTHING","670400"
"Baby Food/Care","INFANT CLOTHING","Knitwear - Infant Clothing","670401"
"Baby Food/Care","INFANT CLOTHING","Vinyl - Infant Clothing","670402"
"Baby Food/Care","*** BABY NEEDS ***","NURSING SUPPLIES","670500"
"Baby Food/Care","NURSING SUPPLIES","Plastic Bottles - Nursing Supplies","670501"
"Baby Food/Care","NURSING SUPPLIES","Glass Bottles - Nursing Supplies","670502"
"Baby Food/Care","NURSING SUPPLIES","Disposable Nurser Holders - Nursing Supplies","670503"
"Baby Food/Care","NURSING SUPPLIES","Disposable Nurser Bags - Nursing Supplies","670504"
"Baby Food/Care","NURSING SUPPLIES","Nipples - Nursing Supplies","670505"
"Baby Food/Care","NURSING SUPPLIES","Brushes - Nursing Supplies","670506"
"Baby Food/Care","NURSING SUPPLIES","Nurser Kits & Assortments - Nursing Supplies","670507"
"Baby Food/Care","NURSING SUPPLIES","Pacifiers - Nursing Supplies","670508"
"Baby Food/Care","NURSING SUPPLIES","Nursing Pads - Nursing Supplies","670509"
"Baby Food/Care","NURSING SUPPLIES","All Other Nursing Supplies","670599"
"Baby Food/Care","*** BABY NEEDS ***","DISPOSABLE DIAPERS","670600"
"Baby Food/Care","DISPOSABLE DIAPERS","Newborn - Disposable Diapers","670601"
"Baby Food/Care","DISPOSABLE DIAPERS","Daytime Regular - Disposable Diapers","670602"
"Baby Food/Care","DISPOSABLE DIAPERS","Daytime Extra Absorbent - Disposable Diapers","670603"
"Baby Food/Care","DISPOSABLE DIAPERS","Toddler - Disposable Diapers","670604"
"Baby Food/Care","DISPOSABLE DIAPERS","Overnight - Disposable Diapers","670605"
"Baby Food/Care","DISPOSABLE DIAPERS","All Other disposable diapers","670699"
"Baby Food/Care","*** BABY NEEDS ***","BABY NEEDS MISCELLANEOUS","679900"
"Baby Food/Care","BABY NEEDS MISCELLANEOUS","Line of Baby Care Products","679901"
"Baby Food/Care","BABY NEEDS MISCELLANEOUS","Plastic Disposable Bibs","679902"
"Baby Food/Care","BABY NEEDS MISCELLANEOUS","All Other Misc. Baby Needs","679903"
"Baby Food/Care","BABY NEEDS MISCELLANEOUS","All Other baby needs miscellaneous","679999"
"Human Foods","Human Foods","*** BAKING MIXES ***","020000"
"Human Foods","*** BAKING MIXES ***","DESSERT BAKING MIXES","020100"
"Human Foods","DESSERT BAKING MIXES","Double Layer Cake Mix","020101"
"Human Foods","DESSERT BAKING MIXES","Single Layer Cake Mix","020102"
"Human Foods","DESSERT BAKING MIXES","Specialty Cake Mix","020103"
"Human Foods","DESSERT BAKING MIXES","Brownie Mix","020104"
"Human Foods","DESSERT BAKING MIXES","Coffee Cake Mix","020105"
"Human Foods","DESSERT BAKING MIXES","Gingerbread Mix","020106"
"Human Foods","DESSERT BAKING MIXES","Angel Food/Chiffon Cake Mix","020107"
"Human Foods","DESSERT BAKING MIXES","Pudding Cream Cake Mix","020108"
"Human Foods","DESSERT BAKING MIXES","Pound Cake Mix","020109"
"Human Foods","DESSERT BAKING MIXES","Cookie Mix","020110"
"Human Foods","DESSERT BAKING MIXES","Bar Mix - Dessert Baking Mixes","020111"
"Human Foods","DESSERT BAKING MIXES","All Other Dessert Baking Mixes","020199"
"Human Foods","*** BAKING MIXES ***","PIECRUST MIX","020300"
"Human Foods","PIECRUST MIX","Mix & Sticks Pie Crust Mix","020301"
"Human Foods","PIECRUST MIX","Shells Pie Crust Mix","020302"
"Human Foods","PIECRUST MIX","Crumbs (Graham Cracker) Pie Crust Mix","020303"
"Human Foods","*** BAKING MIXES ***","BISCUIT MIX","020500"
"Human Foods","BISCUIT MIX","Biscuit Mix","020501"
"Human Foods","*** BAKING MIXES ***","MUFFIN- BREAD & ROLL MIX","020600"
"Human Foods","MUFFIN- BREAD & ROLL MIX","Corn Muffin Mix","020601"
"Human Foods","MUFFIN- BREAD & ROLL MIX","Other Muffin Mix","020602"
"Human Foods","MUFFIN- BREAD & ROLL MIX","Fruit or Nut Bread Mixes","020603"
"Human Foods","MUFFIN- BREAD & ROLL MIX","Hot Roll Mix","020604"
